Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
734,1083,777,842,774,512,BoldNorth.io,,Only Tor,23.0m sats,3,038fd481ffe7c5e5c9a0b85da08646bdad165980d31ba0e85ff05c2c45977ec09a
1008,1207,882,772,1090,516,GetBit-Money,,Only Tor,22.7m sats,2,03f4a78292682704ebbdbdf5490fc23830e619b12bf0d9c9f234332a9b3ead720b
1008,978,1027,950,774,517,N21,,Only Tor,22.5m sats,3,031799c401adff643e20b825f9f84b9f9bcec7c311d7c7cc0218044a26f2a107d9
9999,9999,9999,9999,1921,518,Bitonic,,Only Tor,22.3m sats,1,030d0036c5fdfb850b38d6101d2e23c13976b335fd71a4f649a98cd35178c9727a
734,620,491,657,587,519,Satoshi Monkey Business,,Only Tor,22.3m sats,4,03649adf3a6e607da302294c168a0971388080422cfbbf53a9f5c5f8482aea9a80
466,614,457,357,473,520,alan☇soft,,Only Tor,22.2m sats,5,03aa776656f3d083baf8bc2c88f1555e62847adb52a2498a60d0d6a08d566fc256
734,352,166,165,774,522,WWALKER0012022,,Only Tor,22.0m sats,3,026606c031210ff5a38e193bfc3148ce8147f18f93637ffcb967d829ab361e4852
569,678,416,374,774,522,LightningServer🧡⚡️,,Only Tor,22.0m sats,3,03be9d2a0276df1cf7cb56b3514242ec6a4c16526bfe7b0513247d40c2c4cde49c
1008,566,1191,1200,1090,522,NodeMcNodyface2000,,Only Tor,22.0m sats,2,03d9231f97a1dccd822ffc58226e9c7f2bec9dac00df4c0ff6c73b3d3f6c6ef6ea
1008,1207,1122,1095,1090,524,Cypher,,Only Tor,21.9m sats,2,02d5246fa6bccbb80732146e198d243c49348a29d847ca8486742f5bbec158744f
390,183,46,75,399,525,02145fb4540069b2aa88,,Only Tor,21.8m sats,6,02145fb4540069b2aa88723470896c5d607c52e25244ced1346b4de8b3494789d1
734,692,1034,941,587,526,bezysoftware,,Only Tor,21.8m sats,4,03c752a396b4fc86d615ad769704d2e017f38b34e2ef6bbe93374664962aaa7dfb
466,260,689,535,343,527,EnduraUmb-I,,Only Tor,21.8m sats,7,031e84f29076143d0f2a92b9910f6913222054b5af30c8ac10f5b78d4240a67dd1
9999,9999,9999,9999,1921,528,World_2_Falador,,Only Tor,21.7m sats,1,03dcb5541ae4330d784c5d3e6cba8f5950a422fc09138e7eefdfda5432e1c9c188
9999,9999,9999,9999,2697,529,ShepSoft,,Only Tor,21.7m sats,0,02fc845f19505d6207d0f426ce40cd3a43dc319af2f32674465f1f428821f5b6d5
734,769,810,701,399,530,TheRollingSatoshis,,Only Tor,21.5m sats,6,02abee897f5ab347fb917b30bf184c4b3ee33bd81d568958193f0cf3b7f7b41b44
734,1052,649,504,774,531,anotherorange 🍊🍊,,Only Tor,21.5m sats,3,0380c3f18c01c308c81c23204ebbc37cd108da7dc7bb8b088d15e9732363beddda
734,1119,376,483,774,531,Node Up or Shut Up II,,Only Tor,21.5m sats,3,0303e0423fd2c40d73978b03069f63d6ca5ae1abf61f5666bbbea886181f21e8e3
390,599,584,600,399,533,Node Macdonald,,Only Tor,21.5m sats,6,03413cd663b1b622eacb9cd1d5d66237a0c7d934e03684b00c67470f07b8f26657
569,514,400,605,774,534,MOLA La Lightning,,Only Tor,21.1m sats,3,025f1458d1ca75cb46b289b033a9c520f88d66aa54c2034c95070be76d2def3021
9999,9999,9999,9999,1921,535,prosperity-z,,Only Tor,21.0m sats,1,02e4368d0f850a4f5862483ab57d377e6e432bb432b7d60636033cc78e8a35418f
466,903,873,786,399,539,Aldebaran,,Only Tor,21.0m sats,6,02bc400b9df471549c1a2071a61be27460e9726d3399370671514dd8356606bd81
337,660,687,648,343,539,Malum Necessarium,,Only Tor,21.0m sats,7,02c9ce1231f9d751122659846340159abbce76cf1acf98d7522bef17655eec4937
1008,588,1058,1110,1090,539,libredos,,Only Tor,21.0m sats,2,03a84351bb64b77d1bc69ca69fe8fd2a8a14bc4f8e10373e8e3d735e614420ffa1
734,1013,1039,1027,774,539,CentralLondonBlitz,,Only Tor,21.0m sats,3,03e472ddc37b014ce7d5f942b00b28fb1db53d461c4a89173962abd4b331a85179
297,145,619,459,774,539,Luna,,Only Tor,21.0m sats,3,02439112f98b6f4828e1a7426bfbece166bd36837d7dea4225a75ebd1d96864a07
466,483,311,594,399,539,sats247-cln,,Only Tor,21.0m sats,6,02a7ac2a97368e0335809e70b7c364e656156a7d9eddd0c0e1398151dfe4921350
569,983,664,694,473,539,BELLY,,Only Tor,21.0m sats,5,036781b1501dbeada76e0cc9d6165aa1f3f31e75b912c1e36d93fdd3b6e02d13e2
337,187,299,601,399,543,🧀,,Only Tor,21.0m sats,6,033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823
235,89,715,902,262,544,gameb_2,,Only Clearnet,20.6m sats,9,03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf
734,765,594,537,774,545,yggdrasil-wallib,,Only Tor,20.6m sats,3,02ee5b1739e0de315776fc4d3b4f2665f7e4974aff7afe04eb67eb0ec9838d9c19
1008,1207,711,449,1090,546,mission.node👼,,Only Tor,20.5m sats,2,0342ec03d283d1ab1d36fa20c8d1122ea19ef0e65c27e99414ab5e24d700a5e7eb
1008,886,1219,1212,1090,547,DragonTree,,Only Tor,20.1m sats,2,02480372e95bc572b196c8a37d66098cf49b55dd841eaad5135ecf1255283ff0c4
734,957,597,402,774,556,Gapcloser,,Only Tor,20.0m sats,3,02e3b6bb0834592f327f82ad6202a8328a64f27de2b736cd89319300f101f5b761
9999,9999,9999,9999,1921,556,02c811e575be2df47d8b48da,,Only Clearnet,20.0m sats,1,02c811e575be2df47d8b48dab3d3f1c9b0f6e16d0d40b5ed78253308fc2bd7170d
9999,9999,9999,9999,1921,556,Bank O'Ballgame 2.0,,Only Tor,20.0m sats,1,03f1db913dccc3330664723def2a84295d8a067d5ad0605bed68023f990ff40325
9999,9999,9999,9999,2697,556,Banana!🍌,,Only Clearnet,20.0m sats,0,021779d56f6992431e959991a664d678a2f41054073adb48c5a351d791c9cb0781
734,826,516,506,1090,556,0334024afcf34dfa3c88,,Only Tor,20.0m sats,2,0334024afcf34dfa3c88e3210290b9039e3f815188a53361dc300eb3d870253889
9999,9999,9999,9999,1921,556,braiins-lnd-1,,Only Tor,20.0m sats,1,03e819873df93c067052cb4e4b65463b59cdebff047084df6e1b3a7cb04958ed85
1008,1061,1053,1100,774,556,DeltaGap,,Only Tor,20.0m sats,3,029221ee9b72b7b1be2cb09610839bef2ea286ba1d7da9fc184731abb789a8fed0
9999,9999,9999,9999,1921,556,Neutronpay.com,"Wallet, Payment",Only Clearnet,20.0m sats,1,02c73c8ac3f37bb28d9fc3819dc17baecdf24b137d476a2a9e22395d490d842bec
297,438,479,386,300,556,❄️SnowyLND❄️,,Only Tor,20.0m sats,8,02ddccb014a05fdd7d84a6b2563b2f80dc78c2d31cda59d13b10ee91baf0c08b1b
1008,1048,845,825,1090,556,CZ_flesh,,Only Tor,20.0m sats,2,03ff3e6c4078f9bad09f27100366b1e226f55331a3a66fb30201a7ddbac2b63bfd
9999,9999,9999,9999,1921,556,wallet-of-UXUY,,Only Tor,20.0m sats,1,03c96bdfcb9d4c107385c96f1b60a3910f4f28e679fb119d8ee5e243217f717bd3
734,373,1235,1243,774,556,ClearMoney⚡,,Only Tor,20.0m sats,3,03bd6d28432d67effa2b2b89dd5fd68697940e8a8f2fbb84aaae90d584295b03bf
569,696,903,769,473,556,03ecfdfb587e3c26317f,,Only Tor,20.0m sats,5,03ecfdfb587e3c26317fd27925369cbe79733a12446f3a76bf7d4ac047092fbbe9
569,888,962,797,587,556,rockshouse,,Only Tor,20.0m sats,4,031c7ecff228dfe6054307ee49c8616998af5f8d4436f13c07d211aeb6c0ec87f7
1008,1117,1075,1066,1090,556,NodeRunner,,Only Tor,20.0m sats,2,03f10c03894188447dbf0a88691387972d93416cc6f2f6e0c0d3505b38f6db8eb5
9999,9999,9999,9999,1921,556,diba-ln,,Only Tor,20.0m sats,1,036e9fd40de81670a61a449160c48a6b6d9ee9e7bc6484c16899a552225bb5653d
212,446,438,404,211,556,Vardo,,Only Tor,20.0m sats,11,028f7ef05453b59bb74d449c637554393f78de10dd058361e5cbcbbd5fc13ada1f
1008,760,919,953,1090,565,03eca26c8f55edbfa0d8,,Only Tor,20.0m sats,2,03eca26c8f55edbfa0d8776c52460b483d666185fe56c9ffbc551b0d9554fee0d4
734,652,153,128,774,566,madmat,,Only Tor,19.9m sats,3,03318d01b8f87191be2c718d1e5716af1906df5f58d7eb1b7750d95a80501eddcb
569,796,367,316,587,567,xwpxls,,Only Tor,19.9m sats,4,0306b3f8dff628c9f681e6bd3bbd1b96c1a10805a47cad0f94510764b23ca67348
197,137,243,462,587,568,lnurl-pay.me,,Only Tor,19.6m sats,4,02875ac2c27835990ef62e5755c34264b2c39f51a41525adc5e52a7f94b3a19f8b
1008,915,889,946,1090,569,VIDA.live,,Only Tor,19.6m sats,2,03c1f2781c735c0538745657447f546f50d401ae44cbd9d0fbbe6538337be14ba3
734,812,844,964,774,570,bitflow-service,,Only Tor,19.5m sats,3,021c2e55a92289126db3f71b0736434b1965f3af53c561ed655801a2013ba22ad8
569,624,848,931,473,571,tankman,,Only Tor,19.4m sats,5,0386d289121dc56f2b295c6dc8c7d0e4a7b3eb6d9b6b737a169b6360a81b9e9279
1008,1124,964,885,343,572,PocketBitcoin.com,,Only Clearnet,19.4m sats,7,02765a281bd188e80a89e6ea5092dcb8ebaaa5c5da341e64327e3fadbadcbc686c
734,825,604,672,774,573,BitcoinPlebs.de,,Only Tor,19.2m sats,3,02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99
297,304,98,85,300,574,EasyPay,,Only Tor,19.0m sats,8,027c7f3752a0907b46ff6d8dc73d0cb6a6c01aa00ea1d4f09a109ffb01a2bbefe9
265,225,388,436,300,574,Redwing Cherokee,,Only Tor,19.0m sats,8,0214b1f6b48998b9eb19d8a756af39a027202cecfe608450109465bbccf3bb74ed
265,141,1005,883,262,576,RockTheNode [mynode],,Only Tor,19.0m sats,9,03aafb64bdfb314cbd62038a037260bce8655f461a2c187454a9845585fb17360e
569,637,824,720,587,577,XLightningNode,,Only Tor,18.9m sats,4,02587c51c3196667c9112c688ccd2356d1a3983610cf19118e33947830ce46e1db
734,864,867,939,774,578,brrrrrrrrr,,Only Tor,18.9m sats,3,035360b3bf6a997ed1bb943ccca2b7ef969b1e25a1ee1322d3c8acca7e34468edd
1008,940,788,717,1090,579,BassetHound,,Only Tor,18.8m sats,2,03698a61657d54ef3d43aff229da7037bdbea27654ed7fc043b439265132c52354
734,767,771,921,774,580,CryptoChicagoCore,,Only Tor,18.7m sats,3,03343c35d88647671592aecd37f445b15b4a12d4d9560ba0f765c32184d9ab137a
569,681,917,905,587,581,AngSianLND,,Only Tor,18.7m sats,4,0379221a4051d4171490e43e4a09e218a02941f06996b71cd814b290da08ad5f7e
1008,1072,848,945,587,582,balbyBTCnode,,Only Tor,18.5m sats,4,03808b1a698906bbf0457922aec66168a8edbfe98b1379249ace270b41ae0dde48
734,912,589,400,587,583,freepleb,,Only Tor,18.4m sats,4,0387d57be12709c8745bc35ac3dfc22611a944a12bcc1fe49a55d7c9bafea335f9
1229,1207,1194,1185,1090,585,konec devaluace,,Only Tor,18.0m sats,2,0389f55cf993fb3f4154f108b75b2870ab76d3555498a2942881ac335b8656e43f
390,519,323,392,399,585,Handshake,,Only Tor,18.0m sats,6,023139fa0b1abae119396d1e854561f0dd77b0560cba66247ff59de294f8ee3ade
734,579,452,579,774,585,WrenNode,,Only Tor,18.0m sats,3,02230aaaeaf0d9d990f99eb706f0950a5ded06f0a855eebbe08565b07fb4744624
297,269,484,413,262,585,ByteBank,,Only Tor,18.0m sats,9,035eccfe70527efc01a56460b0b5a1abc7b65bc6c6ecb686856078b193fc21d39c
1008,1014,1146,1126,1090,588,YaSatoshiLND,,Only Tor,18.0m sats,2,03b6bf295e50185869fff2c255f09c6a78ca8b1e913f2a2ba389c8c54b119a3685
734,959,762,696,774,589,LNDISCS,,Only Tor,17.8m sats,3,02468f95f9bd4f9f0bbf9121929dc47d3013fe541b75c45c2592deb6b7988b35f6
734,893,726,870,1090,590,Electrum Trampoline,,Only Clearnet,17.8m sats,2,03ecef675be448b615e6176424070673ef8284e0fd19d8be062a6cb5b130a0a0d1
734,973,520,631,774,591,BJCR_BTCPayServer,,Only Clearnet,17.7m sats,3,020003b9499a97c8dfbbab6b196319db37ba9c37bccb60477f3c867175f417988e
337,475,485,625,300,592,Erebor Mining Co.,,Only Tor,17.6m sats,8,02a8d15c6611e9742d64b9f07b91d8f2811399704c296083bb423ae4dd23bddacf
734,387,700,480,587,593,OM1ASD,,Only Tor,17.6m sats,4,03a3b0460644d4fac81e5f062719c879c89fe6b742245d3bf7e574dba68cca7a2b
1008,998,634,615,587,594,BoggelLND,,Only Tor,17.5m sats,4,03afb4e5863790f36cf45a5dcb5d64f6da6c22c0d173ba0296d9992d7a87c7f2db
1008,387,1223,1230,587,594,KapitalexPayEx,,Only Tor,17.5m sats,4,03d93f27052c55ca636442f5b3432598978016738cd1cb4bd18705f1eb4552896f
1008,732,932,874,774,596,LQwD-Sweden,LSP,Only Tor,17.2m sats,3,032312e5e15e89211df36e473d76af60672e3efebfe42a9b2113acbb456050b502
1229,1207,945,933,1090,597,LQwD-Singapore,LSP,Only Tor,17.1m sats,2,026756a68c3437bdcdff8f43585db665fdd9585d082f4624d51bd0346bc396a73e
734,739,449,490,774,598,RingTools new [NL],,Only Tor,17.0m sats,3,03917f91287052aa6729c8161edaab8d8dddcb1261068fc2aaf9b119f5136eb988
337,568,599,802,587,599,blue 🐘,,Only Tor,17.0m sats,4,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d
466,123,658,791,774,601,033769 💚 💚 💚,,Only Tor,17.0m sats,3,0337694505123a12a8fadd95523dcc235898ad3b80a06e4a63ca26fed68dd0d17c
466,271,1153,1088,473,601,Rock,,Only Tor,17.0m sats,5,03ee6f7529b16a75fe00825a9a6cc26e512759df6292881d90819a55d9553eaa36
734,1043,667,515,774,601,LEOXBT,,Only Tor,17.0m sats,3,03e3c145ca8af8e3e522b20b59e1df5932c12b2a75a955768985f653016a5c6033
569,960,820,810,587,603,Nodebrook,,Only Tor,17.0m sats,4,038c5b2d6a0fe180d1be557d49f7f982190957edf20a4c05a305d7aed17c156ef0
9999,9999,9999,9999,1921,604,bare-bitcoin,,Only Tor,16.9m sats,1,02b814e877ef16dc7c6f96cbecca2e1759b860efa827ef2bc85a79d8d1ae7f3be6
133,286,434,324,124,605,CoinCourier,,Only Tor,16.8m sats,18,02768322d35b27966f954a2ef4a33070db9f38db61e42418cbd3a8baac574232ba
9999,9999,9999,9999,1921,607,031800c296bc29a25c00,,Only Tor,16.8m sats,1,031800c296bc29a25c00986c16b752f9b01f8a08595ce92986df833a1701de58d5
9999,9999,9999,9999,1921,607,42LQ,,Only Tor,16.8m sats,1,0313451313f64a1868bf7591eca616c3ba0c27fdee6ce7a393462926f386f22fa4
9999,9999,9999,9999,1921,607,0397ddbf47c6e0e8b821,,Only Tor,16.8m sats,1,0397ddbf47c6e0e8b821b1c8874b615aaae4020f158ed734a8e37a1c96bd043f61
1229,1207,939,879,1090,609,ming,,Only Tor,16.6m sats,2,033bdba82ad41e75bb78a3c3d5c632d0cee8ad2c47fcaf65f83084b8d62b9cdef6
569,354,450,592,774,610,toulouse🐾,,Only Tor,16.3m sats,3,035c15fe7cf1531e1ce56e436b459bd06066c54a79f0650d7ec4b8ab7370232c18
734,775,717,560,587,611,Kouign-amann,,Only Tor,16.2m sats,4,03ba48998b0e42593460b49da7463233f155717be51f71925f80207c3bffe62f86
9999,9999,9999,9999,1921,612,0220cd7ef3cfd3824fcf,,Only Tor,16.2m sats,1,0220cd7ef3cfd3824fcf051fbe40fd8d0b4cc240a50f9ac87e88ca1d5278b2a94a
9999,9999,9999,9999,1921,613,BtcPrague,,Only Clearnet,16.2m sats,1,022c024b5e34bb6f76ec0e7322e5f6e9519561f7f72db42b76d41e4f4ae02a7d65
569,517,769,822,587,614,LQwD-Brazil,LSP,Only Tor,16.1m sats,4,02c4ad243f18d8ed3a40e98725bc6a795b941d7e3d64be9f7dab38144f1eb09cb8
9999,9999,9999,9999,2697,622,HariSeldon,,Only Tor,16.0m sats,0,039981e0686cf786aa78797525d018a533c4ee2a420bab047391cae19ea449c307
9999,9999,9999,9999,1921,622,03d982db3411528c4a95,,Only Tor,16.0m sats,1,03d982db3411528c4a951dd6168d66eb978908f6ca9c1223d79e37b68fe33d3a26
337,206,834,944,343,622,LittleByLittle,,Only Tor,16.0m sats,7,03cb68051b6faeda941420819446a9429053223a465d370642b2a88336c43b02dd
466,320,540,676,587,622,lnd1.donatory.me,,Only Clearnet,16.0m sats,4,037e1439d8f1394d00868beeff636e42518a30b3ead303bb3ad4185b53e41d6d52
9999,9999,9999,9999,1921,622,028122130f6262d627de,,Only Tor,16.0m sats,1,028122130f6262d627deb505d3062a6b6e2bf6108c85984a9e8afef08430755171
9999,9999,9999,9999,1921,622,🧀 Cheese,,Only Tor,16.0m sats,1,0217a75ccc5fa0b0d56c3de5a90a13c1c62fe56aaf3d55c982ff79381268b3cdaa
1008,1046,1211,1208,1090,622,libre.org,,Only Tor,16.0m sats,2,03e036c7da199f4dd1f2ea0eaedf2ba6142850553671cdc7d502ec382173ba9396
9999,9999,9999,9999,1921,622,coinhodler04108,,Only Tor,16.0m sats,1,0299797daa21faa6e4151517b286c41d4c7a8cb21fbfba59ca3bcd21a9f8392bd4
9999,9999,9999,9999,1921,622,02faa1f8fd89885c3265,,Only Tor,16.0m sats,1,02faa1f8fd89885c326597f5ea404fc661a3aaa18dbd1dc523ff751c5fdf6a0f15
9999,9999,9999,9999,1921,622,RatPoisonSquared,,Only Tor,16.0m sats,1,03ae641aa89c4d2c0034b31bad23a4f80f841d593ddd52f7f35cf7896d0ef8a594
9999,9999,9999,9999,1921,622,0344170795ead7fb5216,,Only Tor,16.0m sats,1,0344170795ead7fb5216cc3279120d7b1a7c9c5e913c7a2d8620e30dd364dd100a
9999,9999,9999,9999,1921,622,PLEB.DEGEN,,Only Tor,16.0m sats,1,0389819a7125ae55835a4c682edc21c712f2193d0af1f13be9d1d04517d4bcd1bf
1008,1023,577,438,774,622,⚡💰-MINIRIG-💰⚡,,Only Tor,16.0m sats,3,02f77582a317eb5644ab9e7dd48f7604afa9199f63eebbf6c9ff0eb6b97799ca1e
9999,9999,9999,9999,1921,622,PLN,,Only Tor,16.0m sats,1,0366faf9b8693d5ca2278f6a93c393a6ca0f25ab033d13703339037bb4ee845a5b
1008,989,542,693,1090,622,Bushi,,Only Tor,16.0m sats,2,034b2fb8cecb1031b7f94695278932ea10791e636b03ef0cd87947eff07e0f3892
569,875,334,290,587,622,SECrypto⚡₿,,Only Tor,16.0m sats,4,023ad453e0ab3767112427b654247bbdd337864532d38967485ab622d05f5d26db
9999,9999,9999,9999,1921,631,"Burt Macklin, FBI",,Only Tor,15.9m sats,1,03cd275b154962cfd52d98ed170f9f477ea42dadf7cb2673693e443ed3afd4aa7d
1008,938,813,768,1090,632,Tenuki,,Only Tor,15.8m sats,2,02ee6c2cd1a8abf7eec1fc55f8fa41d307e216c9738ae743ba72f86007d9c6a179
1008,358,1117,1124,1090,633,austen-pushkin,,Only Tor,15.8m sats,2,02a2106a4681d68080cf3d8a3b706d6925142aee0caf99302e481dbb08feabfa1a
734,235,830,827,774,634,DARTHNODE,,Only Tor,15.8m sats,3,03d2e20bc19d995098ba357157a9cfbfbfdff4b78fce5ec713128e988e0115d776
734,680,802,762,774,635,OreoDreamXtreme,,Only Tor,15.8m sats,3,02e05d78cbc836479896aa32e1462e45f397d924393b47abfe3e0d2fc1413a733b
734,749,865,968,774,636,hellasbit-lnd01,,Only Tor,15.7m sats,3,03d270413c052f34537d0bd77aef7579d7ce3d45d0acf3383aeb21ecbed6350e7f
390,205,651,378,343,637,Bitmachine,,Only Tor,15.7m sats,7,02a6a12aa78fe65f8bdd00363dfde861adf42faa0779f0c91c4edad7029e4c77b1
734,813,941,886,774,638,SHOPINBIT.COM,,Only Tor,15.6m sats,3,032287034fa4f1cb30a3d9918759858fa6cbdd9a3c1d4155b566b085bed74beb5e
337,654,734,734,343,639,025c7203c226dfb70301,,Only Tor,15.6m sats,7,025c7203c226dfb70301976af1093076dcb29ffbdb269a81e69151d7d7029d502f
1008,1120,1130,1136,1090,641,Bullring finance,,Only Tor,15.5m sats,2,0274b60e01e8a7cd38b07b8951c3779b63c577e2b4498a524fa195124c442ff9a0
466,821,370,380,473,641,ZESTNODE,,Only Tor,15.5m sats,5,02d4d1323235e2e1bc8bae56dfd9bb7554b38356bf2beb8ce63c928c04d9c9b5b4
1008,920,1087,1073,1090,641,borsche(.Y.)cln0,Routing,Only Tor,15.5m sats,2,02fe6a27ddcb2dd9fa8479fe1d52549b5932079a493b51f1409fa2c5878f1bc07c
734,1116,615,451,774,643,GRZNode,,Only Tor,15.4m sats,3,024093f1b33c21e9219c162183df2d635db99184b6138f4b406931525bffe8f63a
390,559,506,427,399,644,aoeu1Embassy,,Only Tor,15.4m sats,6,037a43b480b33ffaaaef6abd80814becfb89389c21bd18787884e186a5cb507138
1229,1207,858,972,1090,645,03e5db79fb618ddad062,,Only Tor,15.3m sats,2,03e5db79fb618ddad062d0804fe4db43bd32bf4efc94f271d358f1b9ab655dd7b8
734,809,1092,1009,774,646,Nomos,,Only Tor,15.2m sats,3,03587d4a81a217efacd4127d610f2c965c6b3c410a0ac538503c751c2486630e18
734,661,318,369,587,646,Ajax,,Only Tor,15.2m sats,4,03178ed5395348fcfddb629b49b6a02fa8254997b9153bfe5efb869ced2536774a
9999,9999,9999,9999,1921,648,BitcoinBeachBR - Jericoacoara,,Only Tor,15.0m sats,1,0336350b10294b9d8759944709db961cb9ef8e4c7d3a80d057684ae5b0d841c101
337,128,561,709,176,649,Pharlap,,Only Tor,15.0m sats,13,020060ce06e5130c55900c4c4b0d6bc34e72f94d948854b6e0670f154472d014ec
9999,9999,9999,9999,1921,662,Lightning.Video,,Only Clearnet,15.0m sats,1,0301c3924df01f1a376ab20ce9273ee2c4a1f2354c3400e6357d3d4144981ae728
9999,9999,9999,9999,1921,662,FREE PEERSWAPS,,Only Clearnet,15.0m sats,1,03a465772d45616bf6c8450a69191db8f3cf8cca19ff92138735fd5f1d436fe4dc
9999,9999,9999,9999,1921,662,03391dde5e1bd58e026f,,Only Clearnet,15.0m sats,1,03391dde5e1bd58e026f1c34b8b5a27c2cf2ca9e77129d48743728b97563f3d88b
734,909,879,830,774,662,Ochra,,Only Tor,15.0m sats,3,024a94efac7990e56082c51630bb408e275524565c20f4345b0771dc644ac31b9f
1008,1108,799,747,1090,662,St_Paul,,Only Tor,15.0m sats,2,023369b071005d376bfa94b76d2ec52d01d6709f57d6b67bf26250f2ef57a66aea
1008,780,1192,1175,1090,662,nevermind,,Only Tor,15.0m sats,2,0385ad517d68a47afc08eba7192b62fd440db74cd6710e6d24c74502fa2db0a37f
1008,1091,1124,1105,1090,662,Patatuf,,Only Tor,15.0m sats,2,034de3ecea5e03c009ba98add61a4cde6b1b539378be244854d372d3b107afa76c
133,78,241,437,1090,662,Sagittarius A*,,Only Clearnet,15.0m sats,2,032434517e28f7b51665a525d5e11fa493bd4e30a59883b8156c2be4085f4aaf70
734,1075,975,787,587,662,038aaadd1d3c4349a093,,Only Tor,15.0m sats,4,038aaadd1d3c4349a093464a253893dcad33cc07afe94c5986fa0342af63a82b82
9999,9999,9999,9999,1921,662,HowlerNode,,Only Tor,15.0m sats,1,037310ee65744f9c4a37cba7dae742a881f7bcc57f6be70b69a437860ffec410ee
734,981,591,619,774,662,Max Bob Chins Crab House,,Only Tor,15.0m sats,3,0225ebcc280a5c1fb2e5d56fd2ada9a1b1277f66cf5ee090684e9e5f6e6313b475
1008,944,425,418,1090,662,PLEBNET.org⚡VTWOLF,,Only Tor,15.0m sats,2,0376d0ede3c52730c1838a07a46a4e583158eb2ccf5cf79f918ce10c3e6fe3e71d
734,437,909,828,774,662,Nomadic75,,Only Tor,15.0m sats,3,02a3b7b3f8f3c0e9d8ec2f0feac3b037818adf01df176c014e85d4b3d9acc2eacd
734,1023,129,106,774,662,020dfb6cc11fefcb1b16,,Only Clearnet,15.0m sats,3,020dfb6cc11fefcb1b1696b877d348f24d46f80c31cbe6748ecefb4c5a13afff39
734,643,755,799,774,662,All2Easy,,Only Tor,15.0m sats,3,02c8d459ca90b8b659740878eebe339e31763b7535200908632c12e49318c0d543
9999,9999,9999,9999,1921,662,midoric,,Only Tor,15.0m sats,1,020783a7022993d2bbd1de05aa070d92bc58759452247b4586d542fb565e3dcf59
1008,778,905,1041,1090,662,not benthecarman,,Only Clearnet,15.0m sats,2,02f7467f4de732f3b3cffc8d5e007aecdf6e58878edb6e46a8e80164421c1b90aa
9999,9999,9999,9999,1921,662,node-ber-zeh,,Only Tor,15.0m sats,1,02aa2ed31c3b6d8bfa9a248ea32d72fc44ccaac8681c517b4dcc14e8b4f18356a8
390,209,861,986,774,662,⚡TheBebop⚡,,Only Tor,15.0m sats,3,03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6
734,766,1011,845,587,662,APBlitz,,Only Tor,15.0m sats,4,02c7e5c1e3e4bec5a9195ee82cf470b83fdec1b52b1801e8e8aba54b576ac5ce6a
734,649,818,947,1090,662,xo_II,,Only Tor,15.0m sats,2,02e8b87796f8c4123d1b4bfb0365584bb6a7177c73c71bc1e6659509d74a7504a3
9999,9999,9999,9999,1921,662,tortcher,,Only Tor,15.0m sats,1,020cabb16e80b37c44e9897fc2d0acb868556f04b7a879c1cb60fea4123aef8f8e
734,798,497,628,774,662,AnotherNode,,Only Tor,15.0m sats,3,02032988e53c9aa4a43c4707d34c11c29cc9405bdb0ab850ede55dcac330443d06
734,997,562,394,774,662,⚡️Oh My Node⚡️,,Only Tor,15.0m sats,3,03cd61aa1bb94d756b018eeea825218a0d82d75493d0ff091325126fcc7d7b29b0
1008,1100,1245,1236,1090,662,03bcf1f73199ed4445a8,,Only Tor,15.0m sats,2,03bcf1f73199ed4445a8d6c033dd8cb550bb5205a16982ad2e13359e3318498c02
1008,946,850,671,1090,662,028aac415e5c3f5bcfc0,,Only Tor,15.0m sats,2,028aac415e5c3f5bcfc0530b9027fd5f5f6601c2e54dd179eb927c99b0922d27d1
9999,9999,9999,9999,1921,676,RB1,,Only Clearnet,15.0m sats,1,038d2e805aa5cf04c50196886e14cfc33ffc70b1b8932362b39b06a92ca6b916e1
212,505,339,314,159,677,Triumph0815,,Only Tor,14.9m sats,14,02b4e25048801ed80ccd3ebfcbccb0ccb846ad17b6345e9f5c3f159f936c308ad9
337,365,518,429,300,678,REDNET,,Only Clearnet,14.7m sats,8,03dfc90fdddf85ea948dcb0c9c3be82c57168df3d518520ada84b2739f81a59089
390,635,897,740,399,679,Rune thrownaxe,,Only Tor,14.7m sats,6,0399605005bce28f9c28330429cac22761713b65f11941a96bf890fe855c771ef9
141,98,66,103,1090,680,KIWILAMB,,Only Clearnet,14.5m sats,2,03094b63a5ece2c363ab859952017f95bec7bd9e6975f0c8152f9eff83d0b045c2
569,853,1017,987,473,681,Maulwurf,,Only Tor,14.5m sats,5,026a818f5d1f3a9f5595ebe2fe40d5d6d740f31a435ad798a2e8e447da4be23608
